Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
343051.0,"Cinotepeque, Cerro",El Salvador,El Salvador,14.02,-89.25,665.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
343041.0,Coatepeque Caldera,El Salvador,El Salvador,13.87,-89.55,746.0,Caldera,Caldera,Holocene,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
,Conchagua,El Salvador,El Salvador,13.277,-87.853,1250.0,Stratovolcano,Stratovolcano,Uncertain,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Conchaguita,El Salvador,El Salvador,13.22,-87.765,550.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343052.0,Guazapa,El Salvador,El Salvador,13.9,-89.12,1438.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343060.0,Ilopango,El Salvador,El Salvador,13.672,-89.053,450.0,Caldera,Caldera,Historical,D3,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
343030.0,Izalco,El Salvador,El Salvador,13.813,-89.633,1950.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343001.0,San Diego,El Salvador,El Salvador,14.27,-89.48,781.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,San Marcelino,El Salvador,El Salvador,13.853,-89.63,2381.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343100.0,San Miguel,El Salvador,El Salvador,13.434,-88.269,2130.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343050.0,San Salvador,El Salvador,El Salvador,13.734,-89.294,1893.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343070.0,San Vicente,El Salvador,El Salvador,13.595,-88.837,2182.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343020.0,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2381.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343002.0,"Singuil, Cerro",El Salvador,El Salvador,14.054,-89.631,926.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
343072.0,Taburete,El Salvador,El Salvador,13.435,-88.532,1172.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343080.0,Tecapa,El Salvador,El Salvador,13.494,-88.502,1593.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343082.0,"Tigre, El",El Salvador,El Salvador,13.47,-88.43,1640.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
343081.0,Usulutan,El Salvador,El Salvador,13.419,-88.471,1449.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
221127.0,Manda Gargori,Ethiopia,Ethiopia,11.75,41.48,700.0,Fissure vents,Crater System,Anthropology,U,Plural of fissure vent – multiple vents along cracks releasing lava or gas.
245020.0,Koro,Fiji,Fiji Is-SW Pacific,-17.32,179.4,522.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
245030.0,Nabukelevu,Fiji,Fiji Is-SW Pacific,-19.118,177.982,791.0,Lava domes,Cone,Radiocarbon,D5,Plural of lava dome – multiple such structures in a volcanic region.
245010.0,Taveuni,Fiji,Fiji Is-SW Pacific,-16.841,-179.964,1241.0,Shield volcano,Shield Volcano,Radiocarbon,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
210020.0,Chaine des Puys,France,France,45.786,2.981,1464.0,Cinder cone,Cone,Radiocarbon,D7,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
353040.0,Alcedo,Ecuador,Galapagos,-0.43,-91.12,1130.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353060.0,"Azul, Cerro",Ecuador,Galapagos,-0.92,-91.408,1640.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353030.0,Darwin,Ecuador,Galapagos,-0.18,-91.28,1330.0,Shield volcano,Shield Volcano,Holocene,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353011.0,Ecuador,Ecuador,Galapagos,-0.02,-91.546,790.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353010.0,Fernandina,Ecuador,Galapagos,-0.37,-91.55,1476.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353081.0,Genovesa,Ecuador,Galapagos,0.32,-89.958,64.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353080.0,Marchena,Ecuador,Galapagos,0.33,-90.47,343.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353050.0,"Negra, Sierra",Ecuador,Galapagos,-0.83,-91.17,1124.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353070.0,Pinta,Ecuador,Galapagos,0.58,-90.75,780.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353120.0,San Cristobal,Ecuador,Galapagos,-0.88,-89.5,759.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353091.0,Santa Cruz,Ecuador,Galapagos,-0.62,-90.33,864.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353090.0,Santiago,Ecuador,Galapagos,-0.22,-90.77,920.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
353020.0,Wolf,Ecuador,Galapagos,0.02,-91.35,1710.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
,Kabargin Oth Group,Georgia,Georgia,42.55,44.0,3650.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
214020.0,Kazbek,Georgia,Georgia,42.7,44.5,5050.0,Stratovolcano,Stratovolcano,Tephrochronology,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
214050.0,Samsari Volcanic Center,Georgia,Georgia,41.542,43.7,3290.0,Lava cone,Cone,Holocene,U,A volcanic cone formed primarily by viscous lava piling up near the vent rather than flowing far.
,Unnamed,Georgia,Georgia,42.45,44.25,3750.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
210010.0,West Eifel Volcanic Field,Germany,Germany,50.17,6.85,600.0,Maar,Maars / Tuff ring,Radiocarbon,D7,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
212020.0,Methana,Greece,Greece,37.619,23.333,380.0,Lava dome,Cone,Historical,D7,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
212030.0,Milos,Greece,Greece,36.699,24.439,751.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
212050.0,Nisyros,Greece,Greece,36.589,27.155,698.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
212040.0,Santorini,Greece,Greece,36.404,25.396,367.0,Shield volcano,Shield Volcano,Historical,D2,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
212051.0,Yali,Greece,Greece,36.671,27.14,180.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
342080.0,Acatenango,Guatemala,Guatemala,14.501,-90.876,3976.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342100.0,Agua,Guatemala,Guatemala,14.465,-90.743,3760.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342040.0,Almolonga,Guatemala,Guatemala,14.797,-91.519,3173.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342060.0,Atitlan,Guatemala,Guatemala,14.583,-91.186,3535.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342170.0,Chingo,Guatemala,Guatemala,14.12,-89.73,1775.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342200.0,Chiquimula Volcanic Field,Guatemala,Guatemala,14.83,-89.55,1192.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
342111.0,Cuilapa-Barbarena,Guatemala,Guatemala,14.33,-90.4,1454.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
342140.0,Flores,Guatemala,Guatemala,14.308,-89.992,1600.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
342090.0,Fuego,Guatemala,Guatemala,14.473,-90.88,3763.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342190.0,Ipala,Guatemala,Guatemala,14.55,-89.63,1650.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342180.0,Ixtepeque,Guatemala,Guatemala,14.42,-89.68,1292.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
342121.0,Jumaytepeque,Guatemala,Guatemala,14.34,-90.271,1802.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
342130.0,Moyuta,Guatemala,Guatemala,14.03,-90.1,1662.0,Stratovolcano,Stratovolcano,Hot Springs,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342110.0,Pacaya,Guatemala,Guatemala,14.382,-90.601,2569.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
342210.0,Quezaltepeque,Guatemala,Guatemala,14.57,-89.45,1200.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
342030.0,Santa Maria,Guatemala,Guatemala,14.757,-91.552,3745.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342150.0,"Santiago, Cerro",Guatemala,Guatemala,14.33,-89.87,1192.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
342160.0,Suchitan,Guatemala,Guatemala,14.4,-89.78,2042.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342141.0,Tahual,Guatemala,Guatemala,14.43,-89.9,1716.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342020.0,Tajumulco,Guatemala,Guatemala,15.043,-91.903,4203.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342120.0,Tecuamburro,Guatemala,Guatemala,14.156,-90.407,1845.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
342070.0,Toliman,Guatemala,Guatemala,14.612,-91.189,3158.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268072.0,Amasing,Indonesia,Halmahera-Indonesia,-0.525,127.496,1006.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268073.0,Bibinoi,Indonesia,Halmahera-Indonesia,-0.761,127.725,932.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268010.0,Dukono,Indonesia,Halmahera-Indonesia,1.699,127.878,1273.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
268060.0,Gamalama,Indonesia,Halmahera-Indonesia,0.81,127.332,1714.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268040.0,Gamkonora,Indonesia,Halmahera-Indonesia,1.38,127.53,1635.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268052.0,Hiri,Indonesia,Halmahera-Indonesia,0.9,127.32,630.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268030.0,Ibu,Indonesia,Halmahera-Indonesia,1.488,127.63,1325.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268051.0,Jailolo,Indonesia,Halmahera-Indonesia,1.08,127.439,993.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268070.0,Kie Besi,Indonesia,Halmahera-Indonesia,0.32,127.4,1357.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268061.0,Kie Matubu,Indonesia,Halmahera-Indonesia,0.662,127.403,1713.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268062.0,Mare,Indonesia,Halmahera-Indonesia,0.57,127.4,308.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
268063.0,Moti,Indonesia,Halmahera-Indonesia,0.454,127.411,927.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
268001.0,Tarakan,Indonesia,Halmahera-Indonesia,1.832,127.825,317.0,Pyroclastic cone,Cone,Holocene,U,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
268071.0,Tigalalu,Indonesia,Halmahera-Indonesia,0.07,127.42,422.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
268020.0,Tobaru,Indonesia,Halmahera-Indonesia,1.63,127.67,1035.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
268050.0,Todoko-Ranu,Indonesia,Halmahera-Indonesia,1.239,127.456,979.0,Caldera,Caldera,Holocene,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
332060.0,Haleakala,United States,Hawaiian Is,20.708,-156.25,3055.0,Shield volcano,Shield Volcano,Historical,D4,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
332040.0,Hualalai,United States,Hawaiian Is,19.692,-155.87,2523.0,Shield volcano,Shield Volcano,Historical,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
332000.0,Kama'ehuakanaloa,United States,Hawaiian Is,18.92,-155.27,-975.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
332010.0,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
332030.0,Mauna Kea,United States,Hawaiian Is,19.82,-155.47,4205.0,Shield volcano,Shield Volcano,Radiocarbon,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
332020.0,Mauna Loa,United States,Hawaiian Is,19.475,-155.608,4170.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
,Unnamed,United States,Hawaiian Is,21.75,-158.75,-3000.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,United States,Hawaiian Is,23.58,-163.83,-4000.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
285070.0,Akan,Japan,Hokkaido-Japan,43.384,144.013,1499.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
